road_name,room_count,house_type,mt_sq,constr_year,discount,price,postal_code,price_mt_sq,date,sale_type
"Falkoner Alle 90, 5. 5",2,Lejlighed,76,1970,-0.03,231e4,2000 Frederiksberg,30394,2017-04-28,Alm. Salg
"Godthåbsvej 61A, 2. th",4,Lejlighed,79,1898,0.01,3805e3,2000 Frederiksberg,48164,2017-04-28,Alm. Salg
"Roskildevej 55, st. 18",3,Lejlighed,86,1972,-0.03,2725e3,2000 Frederiksberg,31686,2017-04-27,Alm. Salg
"Solvej 3, st. tv",3,Lejlighed,88,1902,-0.01,375e4,2000 Frederiksberg,42613,2017-04-27,Alm. Salg
"Solvej 4, 2. tv",4,Lejlighed,98,1904,0,4295e3,2000 Frederiksberg,43826,2017-04-27,Alm. Salg
"Mathildevej 24, 1. th",2,Lejlighed,66,1903,0.04,29e5,2000 Frederiksberg,43939,2017-04-27,Alm. Salg
"Frederiksvej 48, 2. th",2,Lejlighed,54,1909,-0.04,21e5,2000 Frederiksberg,38888,2017-04-27,Alm. Salg
"Ane Katrines Vej 14, 4. 3",2,Lejlighed,51,1932,0,1895e3,2000 Frederiksberg,37156,2017-04-26,Alm. Salg
"Bispeengen 9, 3. th",3,Lejlighed,68,1914,0,2995e3,2000 Frederiksberg,44044,2017-04-26,Alm. Salg
"Nimbusparken 13, 2. mf",4,Lejlighed,110,1955,0,5495e3,2000 Frederiksberg,49954,2017-04-25,Alm. Salg
"Dalgas Boulevard 87, 3. th",2,Lejlighed,66,1932,-0.02,26e5,2000 Frederiksberg,39393,2017-04-25,Alm. Salg
"Holger Danskes Vej 102, 5. th",2,Lejlighed,83,2005,-0.03,3375e3,2000 Frederiksberg,40662,2017-04-25,Alm. Salg
"Porcelænshaven 2B, 2. 3",3,Lejlighed,82,1861,NA,4e6,2000 Frederiksberg,48780,2017-04-25,Alm. Salg
"Nyelandsvej 4, 2. th",4,Lejlighed,95,1890,-0.05,4275e3,2000 Frederiksberg,45e3,2017-04-25,Alm. Salg
"Borgmester Fischers Vej 5B, 3. 2",3,Lejlighed,83,2001,-0.01,297e4,2000 Frederiksberg,35783,2017-04-25,Alm. Salg
"Bernhard Bangs Alle 13, 3. th",3,Lejlighed,88,1973,0,3395e3,2000 Frederiksberg,38579,2017-04-24,Alm. Salg
"Solsortvej 67, st",5,Lejlighed,141,1924,NA,6495e3,2000 Frederiksberg,46063,2017-04-24,Alm. Salg
"Kong Georgs Vej 14, 1",5,Lejlighed,120,1888,-0.05,605e4,2000 Frederiksberg,50416,2017-04-24,Alm. Salg
"Rolfsvej 9, st. tv",2,Lejlighed,53,1890,NA,246500,2000 Frederiksberg,4650,2017-04-24,Alm. Salg
"Porcelænshaven 4D, 1. tv",4,Lejlighed,91,2007,-0.02,555e4,2000 Frederiksberg,60989,2017-04-24,Alm. Salg
"Duevej 50, st. th",4,Lejlighed,92,1932,0,365e4,2000 Frederiksberg,39673,2017-04-24,Alm. Salg
"Godthåbsvænget 9, 1. tv",3,Lejlighed,87,1972,-0.03,2725e3,2000 Frederiksberg,31321,2017-04-23,Alm. Salg
"Adilsvej 13, 2. th",2,Lejlighed,53,1890,NA,1495e3,2000 Frederiksberg,28207,2017-04-23,Fam. Salg
"Smallegade 26A, 3. th",2,Lejlighed,67,1941,0,2795e3,2000 Frederiksberg,41716,2017-04-23,Alm. Salg
"Solsortvej 77, st. tv",3,Lejlighed,79,1914,-0.04,41e5,2000 Frederiksberg,51898,2017-04-21,Alm. Salg
"Sprogøvej 15, 3. mf",4,Lejlighed,84,1982,0,4195e3,2000 Frederiksberg,49940,2017-04-21,Alm. Salg
"Kronprinsesse Sofies Vej 43, st. th",3,Lejlighed,68,1932,-0.02,225e4,2000 Frederiksberg,33088,2017-04-21,Alm. Salg
"Adilsvej 14, 3. tv",3,Lejlighed,74,1893,-0.02,4e6,2000 Frederiksberg,54054,2017-04-21,Alm. Salg
"Bispeengen 17, st. tv",4,Lejlighed,105,1913,-0.01,352e4,2000 Frederiksberg,33523,2017-04-20,Alm. Salg
"Frederik VIs Alle 6, 2. tv",4,Lejlighed,105,1904,0,4995e3,2000 Frederiksberg,47571,2017-04-20,Alm. Salg
"Eversvej 11, 3. mf",1,Lejlighed,52,1981,0,2045e3,2000 Frederiksberg,39326,2017-04-20,Alm. Salg
"Guldborgvej 21, st. tv",2,Lejlighed,63,1902,0,2295e3,2000 Frederiksberg,36428,2017-04-20,Alm. Salg
"Lollandsvej 36, 1. tv",3,Lejlighed,74,1901,0,3795e3,2000 Frederiksberg,51283,2017-04-19,Alm. Salg
"Borups Alle 108, 3. tv",2,Lejlighed,65,1908,0,2475e3,2000 Frederiksberg,38076,2017-04-19,Alm. Salg
"Roskildevej 53, 2. 202",2,Lejlighed,65,1972,-0.03,206e4,2000 Frederiksberg,31692,2017-04-19,Alm. Salg
"Bernhard Bangs Alle 2, 3. 58",2,Lejlighed,93,1960,0.08,28e5,2000 Frederiksberg,30107,2017-04-19,Alm. Salg
"Søndre Fasanvej 87D, 2. 3",3,Lejlighed,87,1991,NA,3075e3,2000 Frederiksberg,35344,2017-04-19,Alm. Salg
"Nordre Fasanvej 82, 1. tv",4,Lejlighed,102,1932,0,3995e3,2000 Frederiksberg,39166,2017-04-19,Alm. Salg
"Munkensvej 10, 4. th",2,Lejlighed,66,1911,0,2596e3,2000 Frederiksberg,39333,2017-04-18,Alm. Salg
"Nordre Fasanvej 60, 3. 31",2,Lejlighed,62,1974,NA,205e4,2000 Frederiksberg,33064,2017-04-18,Alm. Salg
"Roskildevej 55, 3. 313",2,Lejlighed,67,1972,NA,1062500,2000 Frederiksberg,15858,2017-04-18,Fam. Salg
"Frøbels Alle 1, st. th",3,Lejlighed,75,1937,0,2795e3,2000 Frederiksberg,37266,2017-04-17,Alm. Salg
"Bentzonsvej 50A, 1. th",3,Lejlighed,72,1898,NA,1755e3,2000 Frederiksberg,24375,2017-04-15,Fam. Salg
"Mathildevej 12, 3. tv",2,Lejlighed,66,1909,-0.02,255e4,2000 Frederiksberg,38636,2017-04-15,Alm. Salg
"La Cours Vej 18, st. tv",4,Lejlighed,103,1934,-0.03,5115e3,2000 Frederiksberg,49660,2017-04-15,Alm. Salg
"C.F. Richs Vej 93, 1. tv",2,Lejlighed,69,1936,NA,1299674,2000 Frederiksberg,18835,2017-04-15,Alm. Salg
"Munkensvej 8, 3. tv",2,Lejlighed,66,1911,NA,135e4,2000 Frederiksberg,20454,2017-04-13,Fam. Salg
"Godthåbsvænget 9, 2. tv",3,Lejlighed,98,1972,0,3895e3,2000 Frederiksberg,39744,2017-04-12,Alm. Salg
"Solvej 5, 3. th",3,Lejlighed,91,1902,NA,215e4,2000 Frederiksberg,23626,2017-04-12,Fam. Salg
"Frederiksvej 25, 4. tv",2,Lejlighed,74,1890,NA,2263750,2000 Frederiksberg,30591,2017-04-11,Fam. Salg
"Porcelænshaven 2B, 4",4,Lejlighed,106,1861,-0.01,52e5,2000 Frederiksberg,49056,2017-04-11,Alm. Salg
"Aksel Møllers Have 8, 8. th",3,Lejlighed,91,1944,0,495e4,2000 Frederiksberg,54395,2017-04-11,Alm. Salg
"Frederiksvej 40, 4. th",2,Lejlighed,58,1904,-0.01,2675e3,2000 Frederiksberg,46120,2017-04-10,Alm. Salg
"C.F. Richs Vej 87, 3. tv",3,Lejlighed,71,1936,NA,265e4,2000 Frederiksberg,37323,2017-04-10,Fam. Salg
"Bogøvej 6, 2. tv",3,Lejlighed,68,1900,NA,168e4,2000 Frederiksberg,24705,2017-04-10,Fam. Salg
"Vagtelvej 57, 4. th",3,Lejlighed,84,1969,-0.06,31e5,2000 Frederiksberg,36904,2017-04-09,Alm. Salg
"Godthåbsvænget 23, st. tv",3,Lejlighed,90,1972,0,3275e3,2000 Frederiksberg,36388,2017-04-09,Alm. Salg
"Holger Danskes Vej 32, 5. th",2,Lejlighed,91,2011,-0.05,455e4,2000 Frederiksberg,5e4,2017-04-09,Alm. Salg
"Frederik VIs Alle 12, 3. th",4,Lejlighed,134,1905,-0.02,8e6,2000 Frederiksberg,59701,2017-04-07,Alm. Salg
"C.F. Richs Vej 94, st. th",5,Lejlighed,105,1936,NA,386e4,2000 Frederiksberg,36761,2017-04-07,Alm. Salg
"Solsortvej 67, 2",3,Lejlighed,106,1924,0,4595e3,2000 Frederiksberg,43349,2017-04-06,Alm. Salg
"Roarsvej 24, 1. th",3,Lejlighed,75,1900,0,3495e3,2000 Frederiksberg,46600,2017-04-06,Alm. Salg
"Dronning Olgas Vej 28, 1",5,Lejlighed,143,1899,0.01,717e4,2000 Frederiksberg,50139,2017-04-05,Alm. Salg
"Finsensvej 75, 1. th",3,Lejlighed,78,1926,-0.04,275e4,2000 Frederiksberg,35256,2017-04-05,Alm. Salg
"Wilkensvej 8, 1. mf",1,Lejlighed,51,1981,0,1998e3,2000 Frederiksberg,39176,2017-04-04,Alm. Salg
"C.F. Richs Vej 102, 2. tv",2,Lejlighed,60,1936,0,215e4,2000 Frederiksberg,35833,2017-04-04,Alm. Salg
"Bernhard Bangs Alle 53A, 2. tv",3,Lejlighed,91,1981,NA,22e5,2000 Frederiksberg,24175,2017-04-04,Alm. Salg
"Pile Alle 35, 2. tv",3,Lejlighed,67,1890,NA,2725e3,2000 Frederiksberg,40671,2017-04-04,Alm. Salg
"Langelands Plads 4, 4. th",4,Lejlighed,113,1900,-0.01,5645e3,2000 Frederiksberg,49955,2017-04-04,Alm. Salg
"Stockflethsvej 11, 1. tv",5,Lejlighed,158,1915,0,6495e3,2000 Frederiksberg,41107,2017-04-04,Alm. Salg
"Dronning Olgas Vej 51, 4. th",3,Lejlighed,80,1903,0,3295e3,2000 Frederiksberg,41187,2017-04-04,Alm. Salg
"Holger Danskes Vej 42, 4. 30",2,Lejlighed,74,1976,-0.01,2755e3,2000 Frederiksberg,37229,2017-04-03,Alm. Salg
"Ved Andebakken 6, 3. th",2,Lejlighed,59,1941,-0.05,265e4,2000 Frederiksberg,44915,2017-04-03,Alm. Salg
"Ane Katrines Vej 14, st. 2",2,Lejlighed,51,1932,-0.04,1875e3,2000 Frederiksberg,36764,2017-04-03,Alm. Salg
"Roskildevej 114, 5. tv",2,Lejlighed,69,1956,-0.03,2175e3,2000 Frederiksberg,31521,2017-04-03,Alm. Salg
"Dronning Olgas Vej 18A, 1",4,Lejlighed,132,1895,NA,6995e3,2000 Frederiksberg,52992,2017-04-03,Alm. Salg
"Helgesvej 13, 2. th",2,Lejlighed,63,1889,0,32e5,2000 Frederiksberg,50793,2017-04-02,Alm. Salg
"Mariendalsvej 26, 1. tv",2,Lejlighed,65,1962,-0.02,215e4,2000 Frederiksberg,33076,2017-04-02,Alm. Salg
"H. Schneekloths Vej 9, 3. th",3,Lejlighed,84,1933,-0.01,317e4,2000 Frederiksberg,37738,2017-04-01,Alm. Salg
"Borups Alle 138, 2. th",4,Lejlighed,90,1932,NA,22e5,2000 Frederiksberg,24444,2017-04-01,Fam. Salg
"Borgmester Fischers Vej 5C, 4. 4",3,Lejlighed,80,2001,-0.03,31e5,2000 Frederiksberg,38750,2017-03-31,Alm. Salg
"Guldborgvej 36, 4. 22",2,Lejlighed,61,1974,NA,1249750,2000 Frederiksberg,20487,2017-03-30,Alm. Salg
"Blytsvej 7, st. th",5,Lejlighed,119,1903,-0.01,645e4,2000 Frederiksberg,54201,2017-03-30,Alm. Salg
"Bernhard Bangs Alle 2, 5. 78",1,Lejlighed,63,1960,NA,1301750,2000 Frederiksberg,20662,2017-03-30,Alm. Salg
"Falkoner Alle 54, 1. th",4,Lejlighed,141,1900,0,5795e3,2000 Frederiksberg,41099,2017-03-30,Alm. Salg
C.F. Richs Vej 90A,3,Lejlighed,118,1936,NA,4e6,2000 Frederiksberg,33898,2017-03-30,Alm. Salg
"Ved Andebakken 9, st. mf",2,Lejlighed,61,1941,NA,1209834,2000 Frederiksberg,19833,2017-03-29,Alm. Salg
"Seedorffs Vænge 4, 2. th",4,Lejlighed,94,1988,-0.02,4384e3,2000 Frederiksberg,46638,2017-03-29,Alm. Salg
"Langelandsvej 20B, 3. th",3,Lejlighed,69,1908,0.04,3625001,2000 Frederiksberg,52536,2017-03-29,Alm. Salg
"Holger Danskes Vej 45, 3. 33",2,Lejlighed,67,1967,-0.03,2675e3,2000 Frederiksberg,39925,2017-03-28,Alm. Salg
"Moltkesvej 63, 1",4,Lejlighed,110,1949,-0.01,44e5,2000 Frederiksberg,4e4,2017-03-28,Alm. Salg
"Duevej 114, 1. tv",2,Lejlighed,62,1917,NA,1147500,2000 Frederiksberg,18508,2017-03-28,Fam. Salg
"Roskildevej 118, 5. th",4,Lejlighed,104,1953,-0.02,293e4,2000 Frederiksberg,28173,2017-03-28,Alm. Salg
"Duevej 58, 1. th",4,Lejlighed,92,1932,NA,17e5,2000 Frederiksberg,18478,2017-03-28,Fam. Salg
"Finsensvej 47A, 4. 401",1,Lejlighed,65,1961,-0.1,18e5,2000 Frederiksberg,27692,2017-03-28,Alm. Salg
"Mathildevej 12A, st. tv",2,Lejlighed,64,1909,NA,161e4,2000 Frederiksberg,25156,2017-03-27,Fam. Salg
"Nordre Fasanvej 180, 4. th",5,Lejlighed,120,1934,0,3595e3,2000 Frederiksberg,29958,2017-03-27,Alm. Salg
"Duevej 52, 2. th",3,Lejlighed,76,1932,-0.04,35e5,2000 Frederiksberg,46052,2017-03-27,Alm. Salg
"Godthåbsvænget 37, 4. tv",3,Lejlighed,91,1977,NA,105e4,2000 Frederiksberg,11538,2017-03-27,Fam. Salg
"Frøbels Alle 7, 1. th",3,Lejlighed,66,1937,-0.01,253e4,2000 Frederiksberg,38333,2017-03-25,Alm. Salg
"Bentzonsvej 37, 2. tv",3,Lejlighed,67,1902,0,3395e3,2000 Frederiksberg,50671,2017-03-25,Alm. Salg
"Aksel Møllers Have 10, 7. tv",2,Lejlighed,64,1944,0,3095e3,2000 Frederiksberg,48359,2017-03-24,Alm. Salg
"Lyøvej 30, 3. tv",4,Lejlighed,100,1979,NA,1759500,2000 Frederiksberg,17595,2017-03-23,Fam. Salg
"Moltkesvej 57, 2. tv",3,Lejlighed,81,1949,-0.04,287e4,2000 Frederiksberg,35432,2017-03-23,Alm. Salg
"H. Schneekloths Vej 31, st. 2",2,Lejlighed,71,1961,-0.02,21e5,2000 Frederiksberg,29577,2017-03-23,Alm. Salg
"Bentzonsvej 41, st. th",3,Lejlighed,80,1900,NA,18e5,2000 Frederiksberg,22500,2017-03-23,Fam. Salg
"Falstersvej 12, 1. tv",3,Lejlighed,72,1902,-0.04,288e4,2000 Frederiksberg,4e4,2017-03-23,Alm. Salg
"Bispeengen 13, 2. th",2,Lejlighed,68,1911,NA,1105e3,2000 Frederiksberg,16250,2017-03-23,Fam. Salg
"Ane Katrines Vej 14, 3. 3",2,Lejlighed,51,1932,0,2095e3,2000 Frederiksberg,41078,2017-03-22,Alm. Salg
"Lindevangs Alle 15B, 2. th",3,Lejlighed,125,2013,0,4695e3,2000 Frederiksberg,37560,2017-03-22,Alm. Salg
"Ahornskellet 20, st",4,Lejlighed,122,1978,0.03,401e4,2000 Frederiksberg,32868,2017-03-21,Alm. Salg
"Stockflethsvej 39, 2. tv",1,Lejlighed,63,1934,NA,17e5,2000 Frederiksberg,26984,2017-03-21,Fam. Salg
"C.F. Richs Vej 132, 2. tv",2,Lejlighed,57,1937,0,1845e3,2000 Frederiksberg,32368,2017-03-21,Alm. Salg
"Duevej 110, 2. th",2,Lejlighed,62,1917,NA,28e5,2000 Frederiksberg,45161,2017-03-21,Alm. Salg
"Munkensvej 6, 4. th",2,Lejlighed,66,1908,0,2695e3,2000 Frederiksberg,40833,2017-03-21,Alm. Salg
"Nyelandsvej 33, 1. th",3,Lejlighed,98,1904,0.02,45e5,2000 Frederiksberg,45918,2017-03-20,Alm. Salg
"Kong Georgs Vej 51, 5. tv",3,Lejlighed,82,1963,-0.02,3652319,2000 Frederiksberg,44540,2017-03-20,Alm. Salg
"Dirch Passers Allé 19, 3. th",3,Lejlighed,106,2008,-0.02,415e4,2000 Frederiksberg,39150,2017-03-20,Alm. Salg
"Roskildevej 94, 6. tv",3,Lejlighed,79,1953,0.01,2825e3,2000 Frederiksberg,35759,2017-03-19,Alm. Salg
"H.V. Nyholms Vej 2, 1. 2",4,Lejlighed,105,2008,-0.03,416e4,2000 Frederiksberg,39619,2017-03-17,Alm. Salg
"Folkvarsvej 7, 2. th",3,Lejlighed,63,1888,-0.36,16e5,2000 Frederiksberg,25396,2017-03-17,Alm. Salg
"Adilsvej 14, st. tv",3,Lejlighed,74,1893,NA,3745e3,2000 Frederiksberg,50608,2017-03-17,Alm. Salg
"Solvej 7, 1. tv",3,Lejlighed,82,1902,NA,2242500,2000 Frederiksberg,27347,2017-03-17,Fam. Salg
"Nimbusparken 7, 2. 2",4,Lejlighed,109,2005,NA,4695e3,2000 Frederiksberg,43073,2017-03-17,Alm. Salg
"Porcelænshaven 5H, 3. th",4,Lejlighed,137,2006,0,8985e3,2000 Frederiksberg,65583,2017-03-16,Alm. Salg
"Seedorffs Vænge 4, 1. th",4,Lejlighed,94,1988,NA,45e5,2000 Frederiksberg,47872,2017-03-16,Alm. Salg
"Nyelandsvej 33, 5. th",3,Lejlighed,86,1904,-0.03,301e4,2000 Frederiksberg,35e3,2017-03-16,Alm. Salg
"Langelandsvej 13, 1. th",3,Lejlighed,66,1899,-0.03,31e5,2000 Frederiksberg,46969,2017-03-16,Alm. Salg
"Nordre Fasanvej 178, st. th",3,Lejlighed,80,1934,0.04,26e5,2000 Frederiksberg,32500,2017-03-16,Alm. Salg
"Dronning Olgas Vej 49, 2. th",3,Lejlighed,96,1903,-0.05,38e5,2000 Frederiksberg,39583,2017-03-16,Alm. Salg
"C.F. Richs Vej 110, 3. tv",3,Lejlighed,65,1937,-0.01,216e4,2000 Frederiksberg,33230,2017-03-16,Alm. Salg
"Frederiksvej 50, 3",2,Lejlighed,60,1909,-0.03,241e4,2000 Frederiksberg,40166,2017-03-15,Alm. Salg
"Rolfsvej 25, 2. tv",2,Lejlighed,63,1891,0,3495e3,2000 Frederiksberg,55476,2017-03-15,Alm. Salg
"Finsensvej 73, 3. th",2,Lejlighed,62,1926,0,2298e3,2000 Frederiksberg,37064,2017-03-15,Alm. Salg
"Porcelænshaven 2A, st. mf",3,Lejlighed,81,1861,-0.03,365e4,2000 Frederiksberg,45061,2017-03-14,Alm. Salg
"Søndre Fasanvej 87C, 2. 4",3,Lejlighed,87,1991,-0.03,29e5,2000 Frederiksberg,33333,2017-03-14,Alm. Salg
"Aksel Møllers Have 26, 1. tv",2,Lejlighed,61,1946,NA,1856e3,2000 Frederiksberg,30426,2017-03-13,Andet
"C.F. Richs Vej 85, st. th",2,Lejlighed,74,1936,0,2195e3,2000 Frederiksberg,29662,2017-03-13,Alm. Salg
"Langelandsvej 51, 3. tv",3,Lejlighed,65,1897,NA,192e4,2000 Frederiksberg,29538,2017-03-13,Fam. Salg
"Thurøvej 11, 3. tv",3,Lejlighed,64,1913,0,2745e3,2000 Frederiksberg,42890,2017-03-13,Alm. Salg
"Mathildevej 16, 1. th",2,Lejlighed,64,1909,0,2595e3,2000 Frederiksberg,40546,2017-03-12,Alm. Salg
"Johannes V. Jensens Alle 42, 4. th",5,Lejlighed,173,1971,-0.05,6425e3,2000 Frederiksberg,37138,2017-03-12,Alm. Salg
"Finsensvej 47B, 3. 311",3,Lejlighed,88,1961,-0.02,263e4,2000 Frederiksberg,29886,2017-03-10,Alm. Salg
"Guldborgvej 37, 3. tv",3,Lejlighed,86,1902,0.03,411e4,2000 Frederiksberg,47790,2017-03-10,Alm. Salg
"Mathildevej 18, 4. tv",4,Lejlighed,83,1888,-0.04,34e5,2000 Frederiksberg,40963,2017-03-10,Alm. Salg
"Holger Danskes Vej 14, 2. th",2,Lejlighed,46,1885,NA,185e4,2000 Frederiksberg,40217,2017-03-10,Alm. Salg
"Nyelandsvej 4, 1. tv",4,Lejlighed,85,1890,-0.01,38e5,2000 Frederiksberg,44705,2017-03-09,Alm. Salg
"Holger Danskes Vej 16, 2. th",2,Lejlighed,47,1885,NA,935e3,2000 Frederiksberg,19893,2017-03-09,Fam. Salg
"Finsensvej 47B, 1. 107",2,Lejlighed,60,1961,0,2345e3,2000 Frederiksberg,39083,2017-03-09,Alm. Salg
"Roskildevej 53, 4. 407",2,Lejlighed,65,1972,-0.02,19e5,2000 Frederiksberg,29230,2017-03-08,Alm. Salg
"Lyøvej 18, st. tv",3,Lejlighed,86,1979,-0.03,35e5,2000 Frederiksberg,40697,2017-03-08,Alm. Salg
"Moltkesvej 67, 1. th",2,Lejlighed,74,1953,0.04,29e5,2000 Frederiksberg,39189,2017-03-08,Alm. Salg
"Aksel Møllers Have 12, 2. tv",4,Lejlighed,90,1944,0,395e4,2000 Frederiksberg,43888,2017-03-08,Alm. Salg
"Finsensvej 47A, 2. 204",2,Lejlighed,60,1961,0,2095e3,2000 Frederiksberg,34916,2017-03-08,Alm. Salg
"Lyøvej 16, 2. mf",3,Lejlighed,90,1979,0,455e4,2000 Frederiksberg,50555,2017-03-07,Alm. Salg
"Nyelandsvej 33, 2. th",4,Lejlighed,98,1904,NA,204e4,2000 Frederiksberg,20816,2017-03-06,Fam. Salg
"Borups Alle 103, 3. tv",4,Lejlighed,125,1932,0.03,38e5,2000 Frederiksberg,30400,2017-03-06,Alm. Salg
"Roskildevej 53, st. 1",3,Lejlighed,79,1972,-0.02,23e5,2000 Frederiksberg,29113,2017-03-05,Alm. Salg
"Nordre Fasanvej 162, 4. tv",3,Lejlighed,77,1913,NA,164e4,2000 Frederiksberg,21298,2017-03-05,Fam. Salg
"Bispeengen 15, 1. tv",3,Lejlighed,86,1911,-0.03,2895e3,2000 Frederiksberg,33662,2017-03-04,Alm. Salg
"Aksel Møllers Have 6, 2. tv",2,Lejlighed,71,1944,-0.02,2905e3,2000 Frederiksberg,40915,2017-03-03,Alm. Salg
"Finsensvej 41, 3. th",4,Lejlighed,94,1932,0,3845e3,2000 Frederiksberg,40904,2017-03-02,Alm. Salg
"Mathildevej 17, 4",3,Lejlighed,73,1906,-0.03,3105e3,2000 Frederiksberg,42534,2017-03-02,Alm. Salg
"Roskildevej 114, 2. tv",2,Lejlighed,69,1956,-0.03,2125e3,2000 Frederiksberg,30797,2017-03-02,Alm. Salg
"Lyøvej 30, 2. mf",3,Lejlighed,90,1979,NA,4295e3,2000 Frederiksberg,47722,2017-03-01,Alm. Salg
"Frederik VIs Alle 12, 2. th",5,Lejlighed,134,1905,0,8005e3,2000 Frederiksberg,59738,2017-03-01,Alm. Salg
"Borups Alle 113, 2. k",2,Lejlighed,74,1972,-0.09,219e4,2000 Frederiksberg,29594,2017-03-01,Alm. Salg
"Duevej 56, 4. tv",2,Lejlighed,64,1932,0,2392601,2000 Frederiksberg,37384,2017-03-01,Alm. Salg
"Borups Alle 138, 4. tv",5,Lejlighed,122,1932,-0.05,445e4,2000 Frederiksberg,36475,2017-02-28,Alm. Salg
"Bentzonsvej 8, st. th",4,Lejlighed,78,1904,0,3645e3,2000 Frederiksberg,46730,2017-02-28,Alm. Salg
"Bernhard Bangs Alle 57, st. tv",2,Lejlighed,65,1936,0,2195e3,2000 Frederiksberg,33769,2017-02-27,Alm. Salg
"Holger Danskes Vej 16, st. th",2,Lejlighed,47,1885,-0.06,1825e3,2000 Frederiksberg,38829,2017-02-27,Alm. Salg
"H. Schneekloths Vej 33, 1. 1",1,Lejlighed,55,1961,0.01,181e4,2000 Frederiksberg,32909,2017-02-27,Alm. Salg
"Duevej 110, 4. th",2,Lejlighed,62,1917,NA,21e5,2000 Frederiksberg,33870,2017-02-27,Fam. Salg
"Vagtelvej 73, st. mf",5,Lejlighed,115,1969,NA,1883569,2000 Frederiksberg,16378,2017-02-27,Fam. Salg
"Mathildevej 18, 1. th",4,Lejlighed,86,1888,NA,3925e3,2000 Frederiksberg,45639,2017-02-26,Alm. Salg
"Kong Georgs Vej 4, 2. th",3,Lejlighed,82,1898,NA,2185e3,2000 Frederiksberg,26646,2017-02-24,Fam. Salg
"Rådmand Steins Alle 35, 2. th",3,Lejlighed,82,1970,-0.02,23e5,2000 Frederiksberg,28048,2017-02-24,Alm. Salg
"Kronprinsesse Sofies Vej 23, 2. th",4,Lejlighed,126,1903,0,4795e3,2000 Frederiksberg,38055,2017-02-24,Alm. Salg
"Elga Olgas Vej 1, 3. tv",4,Lejlighed,134,2008,-0.02,4875e3,2000 Frederiksberg,36380,2017-02-23,Alm. Salg
"Wilkensvej 13, st. th",3,Lejlighed,86,1979,0,3295e3,2000 Frederiksberg,38313,2017-02-23,Alm. Salg
"Vagtelvej 23, 5. tv",4,Lejlighed,107,1969,0,3581e3,2000 Frederiksberg,33467,2017-02-23,Alm. Salg
"C.F. Richs Vej 83, st. th",2,Lejlighed,62,1936,-0.05,1895e3,2000 Frederiksberg,30564,2017-02-23,Alm. Salg
"C.F. Richs Vej 90, 2. th",3,Lejlighed,73,1936,NA,119e4,2000 Frederiksberg,16301,2017-02-23,Fam. Salg
"Finsensvej 47A, 2. 202",1,Lejlighed,60,1961,0,1695e3,2000 Frederiksberg,28250,2017-02-23,Alm. Salg
"Rolfsvej 9, st. th",2,Lejlighed,54,1890,NA,102e4,2000 Frederiksberg,18888,2017-02-22,Fam. Salg
"Mathildevej 17, 1",3,Lejlighed,73,1906,0,31e5,2000 Frederiksberg,42465,2017-02-22,Alm. Salg
"Godthåbsvej 61B, 3. th",3,Lejlighed,88,1898,-0.02,372e4,2000 Frederiksberg,42272,2017-02-22,Alm. Salg
"Borups Alle 113, 1. k",2,Lejlighed,74,1972,NA,1147500,2000 Frederiksberg,15506,2017-02-21,Fam. Salg
"Nordre Fasanvej 167, 1. tv",2,Lejlighed,52,1900,-0.02,205e4,2000 Frederiksberg,39423,2017-02-21,Alm. Salg
"Borups Alle 136, 3. th",3,Lejlighed,94,1932,0,3395e3,2000 Frederiksberg,36117,2017-02-21,Alm. Salg
"Borups Alle 136, 4. tv",4,Lejlighed,90,1932,-0.05,3425e3,2000 Frederiksberg,38055,2017-02-21,Alm. Salg
"Falkoner Alle 126, st. th",4,Lejlighed,95,1908,-0.01,3215e3,2000 Frederiksberg,33842,2017-02-21,Alm. Salg
"Munkensvej 8, 2. th",2,Lejlighed,71,1911,NA,1147500,2000 Frederiksberg,16161,2017-02-20,Fam. Salg
"Godthåbsvej 39, 4. tv",2,Lejlighed,68,1943,NA,1535e3,2000 Frederiksberg,22573,2017-02-20,Fam. Salg
"Finsensvej 73, st. tv",3,Lejlighed,79,1926,0.02,2551e3,2000 Frederiksberg,32291,2017-02-20,Alm. Salg
"C.F. Richs Vej 136, 1. tv",4,Lejlighed,98,1937,-0.04,32e5,2000 Frederiksberg,32653,2017-02-20,Alm. Salg
"Søndre Fasanvej 87E, 1. 3",3,Lejlighed,87,1991,0,306e4,2000 Frederiksberg,35172,2017-02-20,Alm. Salg
"Godthåbsvej 39, 3. th",2,Lejlighed,69,1943,-0.03,29e5,2000 Frederiksberg,42028,2017-02-19,Alm. Salg
"Julius Valentiners Vej 33, 2. th",4,Lejlighed,94,1932,NA,18e5,2000 Frederiksberg,19148,2017-02-19,Fam. Salg
"Frederik VIs Alle 8, 1. tv",4,Lejlighed,99,1904,0.07,4611e3,2000 Frederiksberg,46575,2017-02-19,Alm. Salg
"Vagtelvej 57, 5. tv",3,Lejlighed,87,1969,0,3595e3,2000 Frederiksberg,41321,2017-02-19,Alm. Salg
"Holger Danskes Vej 12, 5. tv",2,Lejlighed,39,1885,-0.06,1685e3,2000 Frederiksberg,43205,2017-02-19,Alm. Salg
"Ærøvej 7, 2. th",2,Lejlighed,77,1920,NA,1955e3,2000 Frederiksberg,25389,2017-02-19,Fam. Salg
