road_name,room_count,house_type,mt_sq,constr_year,discount,price,postal_code,price_mt_sq,date,sale_type
"Nyelandsvej 4, 2. tv",4,Lejlighed,85,1890,-0.04,345e4,2000 Frederiksberg,40588,2016-03-23,Alm. Salg
"Drosselvej 57D, st. mf",3,Lejlighed,117,1913,-0.02,536e4,2000 Frederiksberg,45811,2016-03-23,Alm. Salg
"Aksel Møllers Have 24, 2. th",4,Lejlighed,91,1946,-0.04,325e4,2000 Frederiksberg,35714,2016-03-21,Alm. Salg
"Godthåbsvænget 5, 4. th",4,Lejlighed,114,1981,0.01,4621e3,2000 Frederiksberg,40535,2016-03-21,Alm. Salg
"Mariendalsvej 70, 2. th",3,Lejlighed,102,1930,-0.02,42e5,2000 Frederiksberg,41176,2016-03-20,Alm. Salg
"Ved Andebakken 8, 3. th",2,Lejlighed,59,1941,-0.03,26e5,2000 Frederiksberg,44067,2016-03-18,Alm. Salg
"Roarsvej 19, 3. tv",2,Lejlighed,55,1890,NA,2395e3,2000 Frederiksberg,43545,2016-03-18,Alm. Salg
"Holger Danskes Vej 32, 4. 4",3,Lejlighed,107,2011,-0.07,495e4,2000 Frederiksberg,46261,2016-03-18,Alm. Salg
A.D. Jørgensens Vej 31,3,Lejlighed,86,1991,NA,3325e3,2000 Frederiksberg,38662,2016-03-17,Alm. Salg
"H. Schneekloths Vej 5, 2. th",3,Lejlighed,86,1933,NA,19e5,2000 Frederiksberg,22093,2016-03-17,Fam. Salg
"Dirch Passers Allé 13, 3. th",3,Lejlighed,95,2008,0,3795e3,2000 Frederiksberg,39947,2016-03-16,Alm. Salg
"Nordre Fasanvej 163, 1. tv",2,Lejlighed,59,1900,0.01,231e4,2000 Frederiksberg,39152,2016-03-16,Alm. Salg
"Holger Danskes Vej 102, 2. 3",2,Lejlighed,68,2005,0.01,261e4,2000 Frederiksberg,38382,2016-03-16,Alm. Salg
"C.F. Richs Vej 85, 2. th",2,Lejlighed,73,1936,-0.02,246e4,2000 Frederiksberg,33698,2016-03-16,Alm. Salg
"Dronning Olgas Vej 51, 1. tv",5,Lejlighed,134,1903,-0.07,4625e3,2000 Frederiksberg,34514,2016-03-16,Alm. Salg
"Ane Katrines Vej 32, 4. th",2,Lejlighed,59,1932,-0.02,195e4,2000 Frederiksberg,33050,2016-03-16,Alm. Salg
"Bispeengen 17, st. th",4,Lejlighed,88,1913,-0.03,2705e3,2000 Frederiksberg,30738,2016-03-15,Alm. Salg
"Camilla Nielsens Vej 3, 1. tv",3,Lejlighed,86,1953,NA,245e4,2000 Frederiksberg,28488,2016-03-15,Alm. Salg
"Wilkensvej 7, 2. tv",3,Lejlighed,93,1972,0,2995e3,2000 Frederiksberg,32204,2016-03-14,Alm. Salg
"Folkvarsvej 28, 4. th",2,Lejlighed,46,1887,0,2098e3,2000 Frederiksberg,45608,2016-03-14,Alm. Salg
"Vagtelvej 55, 1. tv",3,Lejlighed,99,1969,0.02,3045e3,2000 Frederiksberg,30757,2016-03-14,Alm. Salg
"Vagtelvej 55, 3. th",4,Lejlighed,107,1969,NA,1133333,2000 Frederiksberg,10591,2016-03-14,Fam. Salg
"Rolfsvej 16, 1. tv",2,Lejlighed,53,1891,NA,118e4,2000 Frederiksberg,22264,2016-03-14,Fam. Salg
"Vagtelvej 69, st. th",3,Lejlighed,85,1969,-0.05,255e4,2000 Frederiksberg,3e4,2016-03-14,Alm. Salg
"Howitzvej 45, 1. tv",3,Lejlighed,100,2002,-0.02,52e5,2000 Frederiksberg,52e3,2016-03-14,Alm. Salg
"Smallegade 26B, 4. th",2,Lejlighed,61,1941,0.02,2645e3,2000 Frederiksberg,43360,2016-03-14,Alm. Salg
"Folkvarsvej 31, st",5,Lejlighed,128,1887,-0.01,237e4,2000 Frederiksberg,18515,2016-03-14,Alm. Salg
"Munkensvej 1, 4. tv",2,Lejlighed,64,1913,0,2485e3,2000 Frederiksberg,38828,2016-03-13,Alm. Salg
"Søndre Fasanvej 87C, 4. 1",2,Lejlighed,59,1991,0,2095e3,2000 Frederiksberg,35508,2016-03-11,Alm. Salg
"Finsensvej 75, st. tv",3,Lejlighed,80,1926,-0.02,2361500,2000 Frederiksberg,29518,2016-03-10,Alm. Salg
"Guldborgvej 36, 2. 7",2,Lejlighed,94,1974,-0.03,29e5,2000 Frederiksberg,30851,2016-03-10,Alm. Salg
"Mathildevej 24, st. th",2,Lejlighed,66,1903,0.03,2512e3,2000 Frederiksberg,38060,2016-03-10,Alm. Salg
"Munkensvej 2, st",3,Lejlighed,99,1908,0,2995e3,2000 Frederiksberg,30252,2016-03-10,Alm. Salg
"Bernhard Bangs Alle 7, 1. tv",3,Lejlighed,88,1973,NA,661e3,2000 Frederiksberg,7511,2016-03-10,Fam. Salg
"Nordre Fasanvej 157, 4. th",2,Lejlighed,56,1904,-0.05,19e5,2000 Frederiksberg,33928,2016-03-10,Alm. Salg
"Bernhard Bangs Alle 55, 2. th",2,Lejlighed,71,1936,NA,1147500,2000 Frederiksberg,16161,2016-03-09,Fam. Salg
"Nordre Fasanvej 186A, 3. th",3,Lejlighed,75,1948,0,2195e3,2000 Frederiksberg,29266,2016-03-09,Alm. Salg
"Jyllandsvej 12A, 2. th",2,Lejlighed,58,1939,NA,2075e3,2000 Frederiksberg,35775,2016-03-09,Fam. Salg
"Normasvej 39, st. th",3,Lejlighed,93,1936,-0.02,3225e3,2000 Frederiksberg,34677,2016-03-09,Alm. Salg
"Johannes V. Jensens Alle 54, 2. tv",5,Lejlighed,187,1971,0,6295e3,2000 Frederiksberg,33663,2016-03-08,Alm. Salg
"P. Andersens Vej 1, st. tv",4,Lejlighed,93,1901,-0.04,305e4,2000 Frederiksberg,32795,2016-03-08,Alm. Salg
"Nordre Fasanvej 95B, 2. tv",3,Lejlighed,65,1900,-0.02,22e5,2000 Frederiksberg,33846,2016-03-08,Alm. Salg
"Nyelandsvej 3, 1. th",4,Lejlighed,86,1889,0.01,3545e3,2000 Frederiksberg,41220,2016-03-08,Alm. Salg
"Finsensvej 13B, 5. tv",5,Lejlighed,122,1969,-0.02,42e5,2000 Frederiksberg,34426,2016-03-08,Alm. Salg
"Johannes V. Jensens Alle 46, 2. th",5,Lejlighed,187,1971,NA,79e5,2000 Frederiksberg,42245,2016-03-07,Alm. Salg
"Dalgas Boulevard 87, 2. tv",2,Lejlighed,67,1932,-0.04,22e5,2000 Frederiksberg,32835,2016-03-06,Alm. Salg
"Frøbels Alle 1, 1. th",3,Lejlighed,75,1937,NA,1719747,2000 Frederiksberg,22929,2016-03-06,Alm. Salg
"Lyøvej 9, 2. th",2,Lejlighed,62,1932,0,2595e3,2000 Frederiksberg,41854,2016-03-05,Alm. Salg
"Frederiksvej 38, 2. tv",2,Lejlighed,57,1904,0.01,242e4,2000 Frederiksberg,42456,2016-03-05,Alm. Salg
"Nimbusparken 13, 3. tv",4,Lejlighed,100,1955,0,502e4,2000 Frederiksberg,50200,2016-03-04,Alm. Salg
"Porcelænshaven 4B, 1. tv",4,Lejlighed,93,2007,0,4995e3,2000 Frederiksberg,53709,2016-03-04,Alm. Salg
"Godthåbsvej 119, 2. th",2,Lejlighed,93,1932,0,3805e3,2000 Frederiksberg,40913,2016-03-03,Alm. Salg
A.D. Jørgensens Vej 33,3,Lejlighed,86,1991,-0.02,3315e3,2000 Frederiksberg,38546,2016-03-03,Alm. Salg
"Duevej 46, 2. th",3,Lejlighed,70,1932,-0.03,27e5,2000 Frederiksberg,38571,2016-03-03,Alm. Salg
"Falkoner Alle 57, 4. tv",4,Lejlighed,111,1898,-0.02,4505e3,2000 Frederiksberg,40585,2016-03-03,Alm. Salg
"Ærøvej 7, 3. tv",2,Lejlighed,76,1920,0.04,2702e3,2000 Frederiksberg,35552,2016-03-03,Alm. Salg
"Munkensvej 12, st. tv",2,Lejlighed,77,1911,-0.02,2945e3,2000 Frederiksberg,38246,2016-03-02,Alm. Salg
"Mathildevej 12, 4. tv",4,Lejlighed,119,1909,-0.01,47e5,2000 Frederiksberg,39495,2016-03-02,Alm. Salg
"Aksel Møllers Have 20, 1. th",3,Lejlighed,79,1946,-0.01,298e4,2000 Frederiksberg,37721,2016-03-02,Alm. Salg
"Nordre Fasanvej 14A, 4. th",3,Lejlighed,71,1903,-0.01,2565e3,2000 Frederiksberg,36126,2016-03-02,Alm. Salg
"Nordre Fasanvej 16, 1. tv",3,Lejlighed,70,1901,NA,2995e3,2000 Frederiksberg,42785,2016-03-02,Alm. Salg
"Nordre Fasanvej 39B, 3. tv",4,Lejlighed,102,1932,-0.01,4405e3,2000 Frederiksberg,43186,2016-03-02,Alm. Salg
"Folkvarsvej 16, 3. tv",3,Lejlighed,56,1887,-0.01,246e4,2000 Frederiksberg,43928,2016-03-01,Alm. Salg
"Vagtelvej 71, 4. mf",5,Lejlighed,115,1969,-0.03,316e4,2000 Frederiksberg,27478,2016-03-01,Alm. Salg
"Bogøvej 6, 3. tv",3,Lejlighed,68,1900,NA,1317500,2000 Frederiksberg,19375,2016-03-01,Fam. Salg
"Sprogøvej 7, 2. th",3,Lejlighed,92,1982,0,3695e3,2000 Frederiksberg,40163,2016-03-01,Alm. Salg
"Duevej 120A, st. th",2,Lejlighed,62,1917,-0.02,25e5,2000 Frederiksberg,40322,2016-03-01,Alm. Salg
"Ewaldsensvej 8, 3. tv",2,Lejlighed,64,1937,NA,102e4,2000 Frederiksberg,15937,2016-03-01,Fam. Salg
"Falkoner Alle 54, 5. tv",2,Lejlighed,89,1900,-0.03,29e5,2000 Frederiksberg,32584,2016-02-29,Alm. Salg
"Nordre Fasanvej 95A, 2",2,Lejlighed,45,1886,-0.03,148e4,2000 Frederiksberg,32888,2016-02-28,Alm. Salg
"Rådmand Steins Alle 11, 6. tv",3,Lejlighed,91,1956,-0.07,278e4,2000 Frederiksberg,30549,2016-02-28,Alm. Salg
"Ved Andebakken 10, 4. tv",2,Lejlighed,65,1941,NA,155e4,2000 Frederiksberg,23846,2016-02-28,Fam. Salg
"Finsensvej 73, st. th",2,Lejlighed,62,1926,0,1856e3,2000 Frederiksberg,29935,2016-02-26,Alm. Salg
"Nyelandsvej 77A, st. tv",3,Lejlighed,99,1900,0.02,3472e3,2000 Frederiksberg,35070,2016-02-26,Alm. Salg
"Jyllandsvej 15, 1. tv",3,Lejlighed,96,1884,0,45e5,2000 Frederiksberg,46875,2016-02-26,Alm. Salg
"Pelargonievej 11, 1",4,Lejlighed,99,1928,0,575e4,2000 Frederiksberg,58080,2016-02-25,Alm. Salg
"Frederiksvej 1A, 3",4,Lejlighed,149,1897,0,4995e3,2000 Frederiksberg,33523,2016-02-25,Alm. Salg
"Borups Alle 110, 4. th",2,Lejlighed,66,1908,-0.05,195e4,2000 Frederiksberg,29545,2016-02-25,Alm. Salg
"Helgesvej 13, 3. tv",3,Lejlighed,65,1889,0.05,3245e3,2000 Frederiksberg,49923,2016-02-25,Alm. Salg
"Aksel Møllers Have 30, st. th",2,Lejlighed,58,1946,-0.03,2325e3,2000 Frederiksberg,40086,2016-02-25,Alm. Salg
"Falkoner Alle 90, 6. 3",2,Lejlighed,72,1970,-0.02,225e4,2000 Frederiksberg,31250,2016-02-25,Alm. Salg
"Thurøvej 16, 4. th",3,Lejlighed,66,1914,0,2995e3,2000 Frederiksberg,45378,2016-02-25,Alm. Salg
"Lyøvej 16, 4. tv",4,Lejlighed,101,1979,0,4245e3,2000 Frederiksberg,42029,2016-02-24,Alm. Salg
"Wilkensvej 11, st. th",3,Lejlighed,86,1979,0,2998e3,2000 Frederiksberg,34860,2016-02-23,Alm. Salg
"Frederiksvej 10, st. th",3,Lejlighed,75,1885,NA,2e6,2000 Frederiksberg,26666,2016-02-23,Fam. Salg
"Godthåbsvej 35, 3. mf",2,Lejlighed,81,1943,-0.05,285e4,2000 Frederiksberg,35185,2016-02-23,Alm. Salg
"Frøbels Alle 5, 2. th",2,Lejlighed,64,1937,-0.02,191e4,2000 Frederiksberg,29843,2016-02-22,Alm. Salg
"Nordre Fasanvej 60, 2. 23",2,Lejlighed,61,1974,-0.02,2345e3,2000 Frederiksberg,38442,2016-02-22,Alm. Salg
"Bernhard Bangs Alle 57, st. tv",2,Lejlighed,65,1936,0,1998e3,2000 Frederiksberg,30738,2016-02-22,Alm. Salg
"Duevej 42, 2. tv",3,Lejlighed,70,1932,-0.04,26e5,2000 Frederiksberg,37142,2016-02-22,Alm. Salg
"Vagtelvej 31, 4. th",4,Lejlighed,107,1969,-0.06,3e6,2000 Frederiksberg,28037,2016-02-22,Alm. Salg
"Holger Danskes Vej 16, 4. th",2,Lejlighed,47,1885,NA,1099e3,2000 Frederiksberg,23382,2016-02-22,Fam. Salg
"Mariendalsvej 10, 4. tv",2,Lejlighed,66,1938,0,2595e3,2000 Frederiksberg,39318,2016-02-21,Alm. Salg
"Rådmand Steins Alle 13, 3. tv",3,Lejlighed,89,1956,0,2595e3,2000 Frederiksberg,29157,2016-02-21,Alm. Salg
"Nordre Fasanvej 14A, 3. tv",3,Lejlighed,70,1903,-0.03,2525e3,2000 Frederiksberg,36071,2016-02-19,Alm. Salg
"Godthåbsvej 133, st. tv",4,Lejlighed,94,1934,-0.03,265e4,2000 Frederiksberg,28191,2016-02-19,Alm. Salg
"Bispeengen 19, 4. th",3,Lejlighed,75,1913,-0.09,2275e3,2000 Frederiksberg,30333,2016-02-18,Alm. Salg
"Godthåbsvej 131, 1. tv",4,Lejlighed,88,1934,-0.02,285e4,2000 Frederiksberg,32386,2016-02-18,Alm. Salg
"Nimbusparken 1, 1. 4",3,Lejlighed,87,2004,0,3545e3,2000 Frederiksberg,40747,2016-02-18,Alm. Salg
"Søndre Fasanvej 87D, 4. 3",3,Lejlighed,87,1991,0,3195e3,2000 Frederiksberg,36724,2016-02-18,Alm. Salg
"Falkoner Alle 110, 4. tv",5,Lejlighed,176,1900,-0.02,61e5,2000 Frederiksberg,34659,2016-02-17,Alm. Salg
"Borups Alle 150A, 2. th",3,Lejlighed,100,1918,-0.01,384e4,2000 Frederiksberg,38400,2016-02-17,Alm. Salg
"Howitzvej 15, 5. 27",3,Lejlighed,82,1977,-0.02,39e5,2000 Frederiksberg,47560,2016-02-16,Alm. Salg
"Bentzonsvej 50A, 1. tv",3,Lejlighed,79,1898,0,325e4,2000 Frederiksberg,41139,2016-02-16,Alm. Salg
"Aksel Møllers Have 26, 2. tv",2,Lejlighed,61,1946,0,2395e3,2000 Frederiksberg,39262,2016-02-16,Alm. Salg
"Nitivej 18, 3. tv",3,Lejlighed,85,1997,NA,3555e3,2000 Frederiksberg,41823,2016-02-16,Alm. Salg
"Stockflethsvej 7, 3. th",4,Lejlighed,107,1930,-0.01,3965e3,2000 Frederiksberg,37056,2016-02-16,Alm. Salg
"Godthåbsvej 62D, 2. tv",2,Lejlighed,61,1897,NA,1232500,2000 Frederiksberg,20204,2016-02-15,Fam. Salg
"Roskildevej 94, 2. tv",3,Lejlighed,85,1953,NA,231e4,2000 Frederiksberg,27176,2016-02-15,Alm. Salg
"Bjarkesvej 13, 4. th",3,Lejlighed,62,1908,NA,2025e3,2000 Frederiksberg,32661,2016-02-15,Fam. Salg
"Howitzvej 47, 4. th",3,Lejlighed,107,2002,-0.05,54e5,2000 Frederiksberg,50467,2016-02-15,Alm. Salg
"Holger Danskes Vej 19, 2. th",2,Lejlighed,55,1887,-0.02,2555e3,2000 Frederiksberg,46454,2016-02-15,Alm. Salg
"Frederik VIs Alle 1, 2. tv",5,Lejlighed,124,1905,0.02,565e4,2000 Frederiksberg,45564,2016-02-14,Alm. Salg
"Pile Alle 5H, 1. th",3,Lejlighed,93,1975,0,406e4,2000 Frederiksberg,43655,2016-02-13,Alm. Salg
"Godthåbsvej 62C, st. th",2,Lejlighed,67,1897,NA,1995e3,2000 Frederiksberg,29776,2016-02-13,Fam. Salg
"Johannes V. Jensens Alle 50, 3. tv",6,Lejlighed,174,1971,-0.02,62e5,2000 Frederiksberg,35632,2016-02-12,Alm. Salg
"Porcelænshaven 4C, 1. mf",3,Lejlighed,95,2007,-0.03,435e4,2000 Frederiksberg,45789,2016-02-12,Alm. Salg
"Betty Nansens Alle 27, 4. th",3,Lejlighed,118,1976,NA,69e5,2000 Frederiksberg,58474,2016-02-12,Alm. Salg
"Franckesvej 3, 2. tv",2,Lejlighed,40,1887,-0.01,1485e3,2000 Frederiksberg,37125,2016-02-11,Alm. Salg
"Nimbusparken 9, 4. 4",4,Lejlighed,109,2005,NA,475e4,2000 Frederiksberg,43577,2016-02-11,Alm. Salg
"Falkoner Alle 90, 3. 2",2,Lejlighed,68,1970,0.01,2277e3,2000 Frederiksberg,33485,2016-02-10,Alm. Salg
"Preben Kaas Vænge 2, 1. th",4,Lejlighed,126,2008,-0.01,495e4,2000 Frederiksberg,39285,2016-02-10,Alm. Salg
"Finsensvej 13A, 6. tv",2,Lejlighed,70,1969,0,2498e3,2000 Frederiksberg,35685,2016-02-08,Alm. Salg
"Bispeengen 11, 1. tv",3,Lejlighed,72,1914,NA,15e5,2000 Frederiksberg,20833,2016-02-08,Alm. Salg
"Franckesvej 5, 2. tv",2,Lejlighed,41,1887,0,15e5,2000 Frederiksberg,36585,2016-02-08,Alm. Salg
"P. Andersens Vej 1, 4. th",3,Lejlighed,75,1901,0.02,29e5,2000 Frederiksberg,38666,2016-02-05,Alm. Salg
"Nordre Fasanvej 37A, 2. tv",4,Lejlighed,109,1932,-0.02,44e5,2000 Frederiksberg,40366,2016-02-05,Alm. Salg
"Søndre Fasanvej 87E, 2. 4",3,Lejlighed,87,1991,0,3095e3,2000 Frederiksberg,35574,2016-02-05,Alm. Salg
"C.F. Richs Vej 110, 2. th",3,Lejlighed,68,1937,-0.04,1925e3,2000 Frederiksberg,28308,2016-02-05,Alm. Salg
"Dirch Passers Allé 9, st. th",3,Lejlighed,86,2008,NA,3295e3,2000 Frederiksberg,38313,2016-02-05,Alm. Salg
"Rådmand Steins Alle 13, 6. tv",3,Lejlighed,79,1956,-0.03,2475e3,2000 Frederiksberg,31329,2016-02-04,Alm. Salg
"Bernhard Bangs Alle 2, st. 3",3,Lejlighed,104,1960,NA,873822,2000 Frederiksberg,8402,2016-02-04,Alm. Salg
"Bernhard Bangs Alle 2, 3. 60",2,Lejlighed,63,1960,-0.02,205e4,2000 Frederiksberg,32539,2016-02-04,Alm. Salg
"Duevej 118, 4. th",2,Lejlighed,62,1917,-0.07,205e4,2000 Frederiksberg,33064,2016-02-04,Alm. Salg
"Betty Nansens Alle 47, 1. th",5,Lejlighed,151,1976,NA,53e5,2000 Frederiksberg,35099,2016-02-04,Alm. Salg
"Mariendalsvej 10, st. tv",2,Lejlighed,66,1938,-0.02,215e4,2000 Frederiksberg,32575,2016-02-03,Alm. Salg
"Nyelandsvej 5, st. tv",4,Lejlighed,87,1889,0,3392500,2000 Frederiksberg,38994,2016-02-03,Alm. Salg
"Holger Danskes Vej 27B, st. th",3,Lejlighed,69,1902,0.08,215e4,2000 Frederiksberg,31159,2016-02-02,Alm. Salg
"Ved Andebakken 10, 2. mf",3,Lejlighed,88,1941,-0.01,3645e3,2000 Frederiksberg,41420,2016-02-02,Alm. Salg
"Søndre Fasanvej 87D, 1. 1",2,Lejlighed,59,1991,0,1995e3,2000 Frederiksberg,33813,2016-02-02,Alm. Salg
"Ved Andebakken 5, st. th",1,Lejlighed,43,1941,0,1695e3,2000 Frederiksberg,39418,2016-01-31,Alm. Salg
"Nordre Fasanvej 114, st. tv",2,Lejlighed,49,1897,-0.05,161e4,2000 Frederiksberg,32857,2016-01-31,Alm. Salg
"Sprogøvej 27, 4. tv",4,Lejlighed,101,1980,NA,393e4,2000 Frederiksberg,38910,2016-01-30,Alm. Salg
"Falkoner Alle 90, 3. 3",2,Lejlighed,72,1970,-0.04,216e4,2000 Frederiksberg,3e4,2016-01-30,Alm. Salg
"Borups Alle 140, st. tv",3,Lejlighed,80,1932,NA,1105e3,2000 Frederiksberg,13812,2016-01-29,Fam. Salg
"Langelandsvej 49A, 3. tv",3,Lejlighed,72,1897,0,32e5,2000 Frederiksberg,44444,2016-01-29,Alm. Salg
"Søndre Fasanvej 87D, 2. 1",2,Lejlighed,59,1991,-0.09,1995e3,2000 Frederiksberg,33813,2016-01-29,Alm. Salg
"Holger Danskes Vej 17, st. tv",2,Lejlighed,61,1887,-0.02,205e4,2000 Frederiksberg,33606,2016-01-29,Alm. Salg
"Finsensvej 34, 2. 6",2,Lejlighed,67,1972,-0.03,18e5,2000 Frederiksberg,26865,2016-01-29,Alm. Salg
"Langelandsvej 49A, 2. tv",3,Lejlighed,72,1897,0,3095e3,2000 Frederiksberg,42986,2016-01-28,Alm. Salg
"Godthåbsvej 123, 4. tv",4,Lejlighed,143,1932,-0.03,485e4,2000 Frederiksberg,33916,2016-01-28,Alm. Salg
"Holger Danskes Vej 16, 1. tv",2,Lejlighed,45,1885,NA,152e4,2000 Frederiksberg,33777,2016-01-28,Fam. Salg
"A.D. Jørgensens Vej 77, st. tv",3,Lejlighed,92,1991,-0.01,337e4,2000 Frederiksberg,36630,2016-01-28,Alm. Salg
"Falkoner Alle 90, 4. 7",3,Lejlighed,120,1970,-0.02,42e5,2000 Frederiksberg,35e3,2016-01-28,Alm. Salg
"Finsensvej 47A, 5. 504",2,Lejlighed,60,1961,0,1998e3,2000 Frederiksberg,33300,2016-01-28,Alm. Salg
"Nimbusparken 13, 2. tv",4,Lejlighed,100,1955,0,4798e3,2000 Frederiksberg,47980,2016-01-27,Alm. Salg
"Hospitalsvej 6, 3. tv",2,Lejlighed,50,1885,0,1995e3,2000 Frederiksberg,39900,2016-01-27,Alm. Salg
"Finsensvej 34, 3. 1",1,Lejlighed,58,1972,-0.06,1545e3,2000 Frederiksberg,26637,2016-01-27,Alm. Salg
"Holger Danskes Vej 18, 1. th",2,Lejlighed,45,1885,0.01,182e4,2000 Frederiksberg,40444,2016-01-27,Alm. Salg
"Kong Georgs Vej 56, 4. th",4,Lejlighed,109,1903,-0.01,4195e3,2000 Frederiksberg,38486,2016-01-27,Alm. Salg
"Bernhard Bangs Alle 4, st. 12",2,Lejlighed,93,1960,-0.02,25e5,2000 Frederiksberg,26881,2016-01-26,Alm. Salg
"Allegade 24A, 5. th",3,Lejlighed,97,1897,0,4395e3,2000 Frederiksberg,45309,2016-01-26,Alm. Salg
"Ved Andebakken 1, 2. tv",3,Lejlighed,88,1941,0,3695e3,2000 Frederiksberg,41988,2016-01-26,Alm. Salg
"Finsensvej 47A, 5. 502",1,Lejlighed,60,1961,0,195e4,2000 Frederiksberg,32500,2016-01-26,Alm. Salg
"Rådmand Steins Alle 15, 1. tv",3,Lejlighed,89,1956,-0.07,21e5,2000 Frederiksberg,23595,2016-01-25,Alm. Salg
"Frederiksvej 8, 1. tv",3,Lejlighed,74,1885,NA,1687500,2000 Frederiksberg,22804,2016-01-25,Fam. Salg
"Bentzonsvej 34, 3. tv",3,Lejlighed,68,1900,-0.03,29e5,2000 Frederiksberg,42647,2016-01-25,Alm. Salg
"H. Schneekloths Vej 33, 3. 1",1,Lejlighed,55,1961,-0.04,1625e3,2000 Frederiksberg,29545,2016-01-25,Alm. Salg
"Duevej 118, 1. tv",2,Lejlighed,62,1917,NA,2225e3,2000 Frederiksberg,35887,2016-01-25,Andet
"Godthåbsvej 37, 3. tv",2,Lejlighed,69,1943,0,2595e3,2000 Frederiksberg,37608,2016-01-25,Alm. Salg
"Nitivej 18, 1. th",3,Lejlighed,85,1997,0,3395e3,2000 Frederiksberg,39941,2016-01-24,Alm. Salg
"Nordre Fasanvej 154, 4. tv",3,Lejlighed,68,1900,-0.02,235e4,2000 Frederiksberg,34558,2016-01-24,Alm. Salg
"H.V. Nyholms Vej 2, 3. 3",3,Lejlighed,105,2008,-0.05,425e4,2000 Frederiksberg,40476,2016-01-22,Alm. Salg
"H. Schneekloths Vej 31, 6. 4",1,Lejlighed,55,1961,0,159e4,2000 Frederiksberg,28909,2016-01-22,Alm. Salg
"Solvej 7, st. tv",3,Lejlighed,79,1902,-0.03,32e5,2000 Frederiksberg,40506,2016-01-22,Alm. Salg
"Roskildevej 120, 3. th",3,Lejlighed,89,1953,0,2445e3,2000 Frederiksberg,27471,2016-01-22,Alm. Salg
"Wilkensvej 7, 2. th",2,Lejlighed,70,1972,-0.41,135e4,2000 Frederiksberg,19285,2016-01-21,Andet
"Nordre Fasanvej 162, 3. tv",2,Lejlighed,78,1913,-0.02,285e4,2000 Frederiksberg,36538,2016-01-21,Alm. Salg
"C.F. Richs Vej 118, st. tv",3,Lejlighed,65,1937,0.02,1815e3,2000 Frederiksberg,27923,2016-01-21,Alm. Salg
"Finsensvej 11C, 2. tv",5,Lejlighed,126,1969,-0.05,425e4,2000 Frederiksberg,33730,2016-01-21,Alm. Salg
"Munkensvej 7, 2. tv",2,Lejlighed,64,1913,NA,22e5,2000 Frederiksberg,34375,2016-01-21,Alm. Salg
"Finsensvej 11A, 7. tv",2,Lejlighed,74,1969,0,2645e3,2000 Frederiksberg,35743,2016-01-20,Alm. Salg
"H. Schneekloths Vej 13, 2. th",2,Lejlighed,78,1933,NA,15e5,2000 Frederiksberg,19230,2016-01-20,Fam. Salg
"C.F. Richs Vej 138, 1. th",4,Lejlighed,99,1937,0.03,323e4,2000 Frederiksberg,32626,2016-01-20,Alm. Salg
"Bentzonsvej 36, 2. tv",3,Lejlighed,69,1900,-0.04,2735e3,2000 Frederiksberg,39637,2016-01-19,Alm. Salg
"A.D. Jørgensens Vej 71, st. th",2,Lejlighed,69,1991,0,21e5,2000 Frederiksberg,30434,2016-01-19,Alm. Salg
"Wilkensvej 17, 1. tv",3,Lejlighed,86,1979,-0.04,2975e3,2000 Frederiksberg,34593,2016-01-19,Alm. Salg
"Porcelænshaven 4G, 2. th",3,Lejlighed,85,2007,0,45e5,2000 Frederiksberg,52941,2016-01-19,Alm. Salg
"Finsensvej 5A, 4. mf",2,Lejlighed,66,1969,NA,17e5,2000 Frederiksberg,25757,2016-01-18,Alm. Salg
"Borups Alle 112, 2. tv",3,Lejlighed,78,1913,NA,1275e3,2000 Frederiksberg,16346,2016-01-18,Fam. Salg
"Aksel Møllers Have 6, 9. tv",3,Lejlighed,100,1944,0,5e6,2000 Frederiksberg,5e4,2016-01-18,Alm. Salg
"Folkvarsvej 31, st",5,Lejlighed,128,1887,NA,117e4,2000 Frederiksberg,9140,2016-01-18,Fam. Salg
"H. Schneekloths Vej 7, 4. th",3,Lejlighed,96,1933,NA,2094e3,2000 Frederiksberg,21812,2016-01-18,Alm. Salg
"Nimbusparken 11, 2. th",4,Lejlighed,100,1955,-0.02,4795e3,2000 Frederiksberg,47950,2016-01-17,Alm. Salg
"Adilsvej 14, 4. th",3,Lejlighed,60,1893,0,2495e3,2000 Frederiksberg,41583,2016-01-17,Alm. Salg
"C.F. Richs Vej 90, 1. tv",5,Lejlighed,104,1936,0,3295e3,2000 Frederiksberg,31682,2016-01-17,Alm. Salg
"Rolfsvej 1, 3. tv",4,Lejlighed,101,1888,-0.05,408e4,2000 Frederiksberg,40396,2016-01-15,Alm. Salg
"Frederik VIs Alle 2, 1. th",4,Lejlighed,127,1905,-0.03,57e5,2000 Frederiksberg,44881,2016-01-15,Alm. Salg
"Bispeengen 11, 3. tv",2,Lejlighed,72,1914,0,2495e3,2000 Frederiksberg,34652,2016-01-15,Alm. Salg
"Ane Katrines Vej 22, st. th",3,Lejlighed,69,1932,0,2151e3,2000 Frederiksberg,31173,2016-01-13,Alm. Salg
"Holger Danskes Vej 14, 2. tv",2,Lejlighed,47,1885,NA,1725e3,2000 Frederiksberg,36702,2016-01-13,Alm. Salg
"Nordre Fasanvej 80, st. tv",4,Lejlighed,102,1932,-0.08,32e5,2000 Frederiksberg,31372,2016-01-13,Alm. Salg
